67211;29,45
67361;28,55
67511;32,25
67661;32,35
67811;29,25
67961;29,65
68111;30,80
68261;30,25
68411;28,20
68561;27,65
68711;30,30
68861;30,05
69011;29,25
69161;4,95
69311;-42,40
69462;-68,45
69612;-109,85
69762;-132,50
69912;-146,80
70062;-127,35
70212;-109,50
70362;-98,25
70512;-94,55
70662;-91,40
70812;-91,25
70962;-100,05
71112;-100,65
71262;-110,90
71412;-122,25
71562;-145,45
71712;-152,00
71862;-159,70
72012;-181,35
72162;-191,80
72312;-191,90
72462;-210,70
72612;-198,40
72762;-193,15
72912;-204,25
73062;-215,35
73212;-237,55
73362;-243,90
73512;-252,20
73662;-273,45
73812;-284,25
73962;-284,85
74112;-286,25
74262;-285,15
74412;-290,55
74562;-292,05
74712;-295,80
74862;-298,00
75012;-314,35
75162;-326,50
75312;-343,10
75462;-347,90
75612;-363,35
75762;-383,05
75912;-388,65
76062;-386,60
76212;-389,55
76362;-391,30
76512;-393,80
76662;-395,65
76812;-397,95
76962;-402,40
77112;-402,60
77262;-401,70
77412;-408,55
77562;-409,10
77712;-412,15
77862;-417,55
78012;-419,00
78162;-420,85
78312;-421,35
78462;-425,20
78612;-428,85
78763;-429,45
78913;-429,95
79063;-436,30
79213;-436,30
79363;-442,35
79513;-441,40
79663;-444,40
79813;-447,50
79963;-450,90
80113;-453,45
80263;-455,60
80413;-454,30
80563;-459,15
80713;-461,25
80863;-462,85
81013;-466,25
81163;-468,70
81313;-475,00
81463;-473,15
81613;-476,95
81763;-480,35
81913;-483,95
82063;-486,25
82213;-487,05
82363;-490,15
82513;-493,30
82663;-495,45
82813;-497,50
82963;-499,80
83113;-502,85
83263;-503,15
83414;-504,65
83564;-508,95
83714;-512,40
83864;-511,85
84014;-515,40
84164;-516,35
84314;-521,60
84464;-522,10
84614;-528,85
84764;-530,20
84914;-530,85
85064;-534,10
85214;-536,95
85364;-539,45
85514;-543,60
85664;-544,10
85814;-547,85
85964;-547,10
86114;-550,70
86264;-553,65
86414;-556,80
86564;-558,80
86714;-562,60
86864;-561,20
87014;-568,55
87164;-570,85
87314;-570,55
87464;-581,80
87614;-596,10
87764;-615,85
87914;-625,80
88064;-634,50
88214;-654,15
88364;-663,00
88514;-662,00
88664;-663,30
88814;-669,05
88964;-684,70
89114;-669,65
89264;-671,20
89414;-676,80
89564;-679,65
89714;-680,25
89864;-686,80
90014;-687,35
90164;-686,90
90314;-688,20
90464;-690,10
90614;-694,35
90764;-697,80
90914;-696,75
91064;-704,10
91214;-707,10
91364;-707,45
91514;-708,30
91664;-712,10
91814;-712,85
91964;-716,05
92114;-719,65
92264;-721,50
92414;-724,15
92564;-726,80
92715;-727,40
92865;-733,00
93015;-735,80
93165;-737,10
93315;-740,85
93465;-741,15
93615;-746,75
93765;-746,45
93915;-752,80
94065;-755,35
94215;-758,45
94365;-755,80
94515;-760,00
94665;-761,70
94815;-766,25
94965;-765,50
95115;-772,65
95265;-773,60
95415;-774,30
95565;-774,40
95715;-777,70
95865;-781,35
96015;-786,35
96165;-787,25
96315;-792,10
96465;-792,65
96615;-794,50
96765;-795,80
96915;-796,30
97065;-799,15
97215;-802,00
97366;-805,35
97516;-808,90
97666;-809,65
97816;-811,20
97966;-818,75
98116;-818,15
98266;-822,95
98416;-825,20
98566;-826,45
98716;-825,05
98866;-830,95
99016;-830,95
99166;-832,80
99316;-835,80
99466;-821,10
99616;-806,95
99766;-809,50
99916;-806,60
100066;-821,10
100216;-836,65
100366;-837,70
100516;-840,30
100666;-841,90
100816;-839,85
100966;-839,25
101116;-838,00
101266;-839,80
101416;-840,40
101566;-839,90
